SITE	Age (Ma)	Genus	d18O 5pt
926	6.493	PWUELL	2.78
926	6.498	PWUELL	2.83
608	6.4987	CIB	2.85
959	6.501	CIB	2.89
926	6.504	PWUELL	2.87
959	6.51	CIB	2.86
926	6.517	PWUELL	2.79
926	6.522	PWUELL	2.76
959	6.526	CIB	2.73
926	6.528	PWUELL	2.72
588	6.53		2.68
926	6.538	PWUELL	2.71
959	6.542	CIB	2.82
926	6.544	PWUELL	2.9
360	6.5447	CIB	2.88
608	6.5523	CIB	2.88
926	6.555	PWUELL	2.88
926	6.56	PWUELL	2.71
959	6.56	CIB	2.68
926	6.565	PWUELL	2.81
926	6.576	PWUELL	2.83
959	6.577	CIB	2.81
588	6.5787		2.81
926	6.582	PWUELL	2.79
926	6.588	PWUELL	2.72
926	6.593	PWUELL	2.75
959	6.594	CIB	2.76
926	6.595	PWUELL	2.82
926	6.597	PWUELL	2.79
926	6.602	PWUELL	2.81
926	6.607	PWUELL	2.82
926	6.607	PWUELL	2.86
959	6.612	CIB	2.88
926	6.616	PWUELL	2.93
926	6.618	PWUELL	2.87
926	6.62	PWUELL	2.85
588	6.6225		2.84
926	6.623	PWUELL	2.83
926	6.624	PWUELL	2.83
959	6.627	CIB	2.88
926	6.628	PWUELL	2.9
926	6.628	PWUELL	2.92
608	6.629	CIB	2.9
360	6.629	CIB	2.96
926	6.632	PWUELL	2.9
926	6.632	PWUELL	2.86
926	6.636	PWUELL	2.8
926	6.637	PWUELL	2.83
959	6.637	CIB	2.83
926	6.641	PWUELL	2.9
926	6.644	PWUELL	2.94
926	6.646	PWUELL	2.95
926	6.648	PWUELL	2.95
926	6.653	PWUELL	3
959	6.653	CIB	2.99
926	6.653	PWUELL	2.98
926	6.657	PWUELL	2.96
926	6.662	PWUELL	2.9
959	6.671	CIB	2.75
926	6.671	PWUELL	2.74
926	6.676	PWUELL	2.75
926	6.681	PWUELL	2.7
926	6.681	PWUELL	2.69
754	6.6844	CIB	2.77
926	6.686	PWUELL	2.73
959	6.687	CIB	2.68
926	6.698	PWUELL	2.54
926	6.704	PWUELL	2.57
926	6.716	PWUELL	2.56
608	6.721	CIB	2.59
926	6.722	PWUELL	2.69
926	6.728	PWUELL	2.9
360	6.7287	CIB	2.89
926	6.733	PWUELL	2.86
926	6.739	PWUELL	2.84
926	6.751	PWUELL	2.81
926	6.758	PWUELL	2.77
926	6.764	CIBKULL	2.78
588	6.7714		2.78
926	6.772	PWUELL	2.75
926	6.777	PWUELL	2.73
926	6.784	CIB	2.74
926	6.8	PWUELL	2.71
588	6.8153		2.8
926	6.823	PWUELL	2.81
360	6.8406	CIB	2.75
926	6.844	PWUELL	2.75
926	6.848	PWUELL	2.76
926	6.852	PWUELL	2.66
588	6.8591		2.69
926	6.861	PWUELCIB	2.7
608	6.8648	CIB	2.71
926	6.868	PWUELL	2.7
926	6.875	PWUELL	2.72
926	6.882	PWUELL	2.72
926	6.889	PWUELCIB	2.68
926	6.896	PWUELL	2.65
588	6.9029		2.64
926	6.903	PWUELCIB	2.59
926	6.915	PWUELL	2.61
926	6.927	PWUELCIB	2.6
926	6.933	PWUELL	2.63
926	6.938	PWUELL	2.69
926	6.944	PWUELL	2.68
926	6.955	CIBKULL	2.59
926	6.966	PWUELCIB	2.63
588	6.9663		2.65
926	6.971	CIBKULL	2.63
926	6.984	PWUELCIB	2.64
926	6.997	IB	2.72
926	7.002	PWUELL	2.75
926	7.007	CIBKULL	2.68
926	7.012	CIBKULL	2.75
754	7.0178	CIB	2.75
926	7.022	CIBKULL	2.71
926	7.043	CIBKULL	2.68
926	7.049	PWUELCIB	2.7
926	7.054	PWUELCIB	2.65
926	7.06	PWUELCIB	2.64
926	7.065	PWUELL	2.73
926	7.075	PWUELCIB	2.82
846	7.081	CIB	2.93
846	7.082	CIB	2.86
846	7.083	CIB	2.97
588	7.0838		2.96
846	7.084	CIB	2.82
846	7.086	CIB	2.74
926	7.087	PWUELL	2.85
846	7.087	CIB	2.81
846	7.088	CIB	2.77
846	7.089	CIB	2.83
846	7.09	CIB	2.84
846	7.092	CIB	2.79
846	7.094	CIB	2.8
926	7.095	PWUELL	2.79
846	7.095	CIB	2.81
846	7.097	CIB	2.9
846	7.099	CIB	2.88
846	7.101	CIB	2.92
926	7.103	PWUELL	2.99
846	7.103	CIB	3.01
846	7.105	CIB	2.95
846	7.107	CIB	2.99
846	7.109	CIB	2.96
846	7.11	CIB	2.92
846	7.112	CIB	2.89
846	7.115	CIB	2.89
846	7.116	CIB	2.87
846	7.118	CIB	2.85
846	7.12	CIB	2.84
846	7.122	CIB	2.83
846	7.124	CIB	2.89
608	7.1246	CIB	2.95
846	7.127	CIB	3.06
846	7.128	CIB	3.12
846	7.13	CIB	3.17
846	7.132	CIB	3.1
846	7.134	CIB	3.06
846	7.136	CIB	2.97
846	7.138	CIB	2.92
846	7.14	CIB	2.91
846	7.142	CIB	2.96
846	7.145	CIB	3.01
846	7.147	CIB	3.06
846	7.149	CIB	3.09
846	7.151	CIB	3.09
846	7.153	CIB	3.03
846	7.155	CIB	3.02
926	7.156	PWUELL	3.04
846	7.157	CIB	3.02
846	7.159	CIB	3.03
846	7.161	CIB	3.04
846	7.163	CIB	3
926	7.165	CIBKULL	2.96
846	7.165	CIB	2.91
846	7.167	CIB	2.83
846	7.169	CIB	2.82
926	7.172	CIBKULL	2.78
588	7.1762		2.73
926	7.189	PWUELL	2.68
588	7.1916		2.64
926	7.199	IB	2.64
588	7.2071		2.67
926	7.209	PWUELL	2.61
926	7.22	PWUELCIB	2.6
588	7.2303		2.57
926	7.25	PWUELL	2.57
588	7.2535		2.65
926	7.26	IB	2.74
360	7.2614	CIB	2.72
926	7.268	PWUELL	2.73
588	7.2767		2.67
926	7.277	PWUELL	2.55
926	7.285	CIBNUT	2.45
926	7.294	CIBKULL	2.43
588	7.2998		2.45
926	7.302	PWUELCIB	2.53
926	7.31	PWUELL	2.5
926	7.315	PWUELNUT	2.54
926	7.326	PWUELCIB	2.56
926	7.331	CIBKULL	2.61
588	7.3354		2.65
926	7.336	PWUELL	2.64
926	7.342	PWUELL	2.63
926	7.347	PWUELCIB	2.64
926	7.353	PWUELCIB	2.61
588	7.3787		2.55
608	7.4011	CIB	2.54
754	7.4018	CIB	2.55
588	7.4019		2.67
588	7.425		2.66
360	7.4263	CIB	2.67
608	7.4839	CIB	2.73
588	7.4927		2.82
608	7.5536	CIB	2.73
360	7.5536	CIB	2.7
588	7.5828		2.73
754	7.6382	CIB	2.79
588	7.6869		2.71
360	7.6929	CIB	2.73
608	7.7029	CIB	2.85
588	7.7355		2.85
360	7.8024	CIB	2.76
360	7.8124	CIB	2.77
588	7.8396		2.72
754	7.8747	CIB	2.63
608	7.9141	CIB	2.59
588	7.9436		2.68
846	8.011	CIB	2.73
846	8.016	CIB	2.77
846	8.022	CIB	2.87
846	8.026	CIB	2.94
846	8.032	CIB	2.93
846	8.038	CIB	2.96
846	8.044	CIB	2.99
846	8.048	CIB	2.98
846	8.054	CIB	2.99
846	8.059	CIB	3.01
846	8.064	CIB	3.02
846	8.07	CIB	2.99
846	8.075	CIB	2.87
608	8.1066	CIB	2.87
754	8.1111	CIB	2.86
846	8.118	CIB	2.96
846	8.13	CIB	3.01
846	8.141	CIB	3.11
846	8.155	CIB	3.1
846	8.167	CIB	3.03
846	8.179	CIB	2.91
360	8.18	CIB	2.91
846	8.193	CIB	2.92
846	8.205	CIB	2.88
360	8.2076	CIB	2.88
846	8.216	CIB	2.85
553	8.2259	CIB	2.9
846	8.229	CIB	2.82
846	8.241	CIB	2.8
588	8.2421		2.89
608	8.2443	CIB	2.84
846	8.253	CIB	2.72
553	8.2535	CIB	2.83
846	8.267	CIB	2.93
846	8.278	CIB	2.79
846	8.291	CIB	2.87
588	8.3006		2.94
846	8.301	CIB	2.9
846	8.307	CIB	2.87
360	8.3086	CIB	2.97
846	8.31	CIB	2.94
846	8.314	CIB	2.9
846	8.316	CIB	2.94
846	8.319	CIB	2.82
846	8.321	CIB	2.85
588	8.3234		2.84
846	8.325	CIB	2.87
553	8.327	CIB	2.86
846	8.33	CIB	2.91
846	8.335	CIB	2.86
846	8.339	CIB	2.76
846	8.344	CIB	2.67
754	8.3476	CIB	2.63
588	8.3803		2.64
553	8.3821	CIB	2.64
608	8.3912	CIB	2.73
553	8.428	CIB	2.8
360	8.4372	CIB	2.81
588	8.4372		2.86
608	8.4831	CIB	2.86
360	8.4831	CIB	2.85
553	8.4923	CIB	2.82
588	8.4941		2.85
608	8.5397	CIB	2.84
360	8.5397	CIB	2.84
588	8.551		2.76
553	8.5718	CIB	2.78
754	8.584	CIB	2.72
608	8.5933	CIB	2.69
588	8.6079		2.68
553	8.6147	CIB	2.78
553	8.6575	CIB	2.77
360	8.6575	CIB	2.77
588	8.6649		2.8
608	8.6789	CIB	2.8
588	8.6876		2.78
553	8.7111	CIB	2.85
588	8.7565		2.86
360	8.7967	CIB	2.88
588	8.8284		2.9
360	8.8503	CIB	2.95
588	8.9004		2.88
360	8.913	CIB	2.87
754	8.9151	CIB	2.83
608	8.9234	CIB	2.8
558	8.9234	CIB	2.72
553	8.9442	CIB	2.72
588	8.9723		2.72
926	8.979	PWUELCIB	2.69
360	8.9858	CIB	2.67
926	8.986	PWUELCIB	2.69
926	8.992	PWUELL	2.68
926	8.999	PWUELL	2.66
926	9.005	PWUELL	2.65
926	9.012	PWUELCIB	2.67
926	9.019	CIBKULL	2.7
588	9.0202		2.75
926	9.025	CIBKULL	2.82
926	9.031	CIBKULL	2.91
360	9.0378	CIB	2.92
360	9.0378	CIB	2.89
926	9.038	CIBKULL	2.89
926	9.044	CIBKULL	2.82
926	9.05	CIBKULL	2.74
926	9.056	CIBKULL	2.75
563	9.0586	CIB	2.77
608	9.0586	CIB	2.7
926	9.062	CIBKULL	2.74
926	9.067	PWUELCIB	2.8
553	9.069	CIB	2.78
926	9.076	PWUELL	2.76
926	9.085	PWUELCIB	2.76
926	9.094	PWUELCIB	2.75
926	9.103	PWUELL	2.76
563	9.1046	CIB	2.77
360	9.1046	CIB	2.78
926	9.112	PWUELL	2.8
926	9.121	PWUELL	2.76
563	9.1312	CIB	2.78
926	9.147	PWUELCIB	2.87
747	9.149	CIB	2.85
747	9.149	CIB	2.85
754	9.1515	CIB	2.87
926	9.154	CIBKULL	2.8
926	9.161	PWUELCIB	2.69
926	9.167	PWUELCIB	2.65
926	9.172	PWUELL	2.6
926	9.178	PWUELCIB	2.56
926	9.183	PWUELCIB	2.59
563	9.1889	CIB	2.66
558	9.1889	CIB	2.68
553	9.1889	CIB	2.72
926	9.189	PWUELCIB	2.8
926	9.195	PWUELCIB	2.85
926	9.202	PWUELCIB	2.83
926	9.209	CIBKULL	2.87
588	9.215		2.94
926	9.216	PWUELCIB	2.86
926	9.224	CIBKULL	2.75
926	9.232	CIBKULL	2.78
926	9.24	PWUELL	2.77
588	9.2419		2.74
360	9.242	CIB	2.79
360	9.242	CIB	2.75
926	9.247	PWUELCIB	2.69
926	9.255	PWUELCIB	2.66
926	9.263	PWUELCIB	2.65
926	9.269	PWUELCIB	2.66
926	9.278	CIBKULL	2.7
926	9.283	PWUELCIB	2.69
926	9.29	PWUELCIB	2.75
926	9.297	PWUELL	2.68
926	9.303	PWUELCIB	2.66
563	9.3084	CIB	2.7
608	9.3084	CIB	2.72
360	9.3084	CIB	2.69
926	9.31	PWUELCIB	2.76
588	9.3103		2.86
926	9.317	PWUELCIB	2.87
747	9.3175	CIB	2.91
553	9.3217	CIB	2.93
360	9.3217	CIB	2.83
926	9.324	CIBKULL	2.74
926	9.331	PWUELCIB	2.73
926	9.337	PWUELCIB	2.68
926	9.343	PWUELCIB	2.64
926	9.348	PWUELCIB	2.73
563	9.3483	CIB	2.77
563	9.3483	CIB	2.75
747	9.3488	CIB	2.77
926	9.354	PWUELL	2.79
588	9.3553		2.76
926	9.359	CIBKULL	2.72
926	9.365	CIBKULL	2.77
926	9.37	NUT	2.79
926	9.375	CIBKULL	2.73
926	9.386	PWUELL	2.74
754	9.388	CIB	2.83
563	9.3881	CIB	2.79
747	9.3898	CIB	2.79
926	9.392	CIBKULL	2.86
926	9.397	CIBKULL	2.93
926	9.398	CIBKULL	2.85
360	9.4014	CIB	2.86
926	9.403	CIBKULL	2.83
926	9.404	CIBKULL	2.87
926	9.408	CIBKULL	2.83
926	9.41	CIBKULL	2.8
926	9.414	PWUELCIB	2.83
563	9.4147	CIB	2.83
926	9.416	PWUELL	2.83
926	9.419	PWUELCIB	2.82
747	9.4211	CIB	2.88
588	9.4228		2.79
926	9.425	CIBKULL	2.76
563	9.428	CIB	2.67
926	9.431	PWUELCIB	2.63
926	9.435	PWUELL	2.57
926	9.437	PWUELCIB	2.63
563	9.442	CIB	2.72
926	9.447	CIBKULL	2.75
926	9.454	CIBKULL	2.85
926	9.461	PWUELL	2.89
747	9.462	CIB	2.88
360	9.463	CIB	2.8
926	9.469	CIBKULL	2.79
553	9.47	CIB	2.69
553	9.47	CIB	2.63
926	9.477	CIBKULL	2.58
563	9.484	CIB	2.57
926	9.484	PWUELCIB	2.55
588	9.4903		2.63
926	9.492	PWUELCIB	2.67
747	9.4933	CIB	2.73
563	9.4994	CIB	2.75
926	9.5	PWUELCIB	2.75
926	9.506	PWUELL	2.62
563	9.5078	CIB	2.57
926	9.513	PWUELCIB	2.54
608	9.5163	CIB	2.55
558	9.5163	CIB	2.58
926	9.52	CIBKULL	2.61
926	9.527	PWUELCIB	2.69
563	9.5331	CIB	2.78
926	9.534	PWUELCIB	2.81
747	9.5342	CIB	2.82
926	9.54	PWUELL	3.06
553	9.5415	CIB	3.01
926	9.548	CIBKULL	2.86
563	9.5499	CIB	2.77
926	9.555	GYROIDIN	2.76
588	9.5578		2.62
563	9.5583	CIB	2.71
926	9.563	PWUELCIB	2.75
747	9.5655	CIB	2.84
608	9.5668	CIB	2.79
926	9.571	PWUELL	2.77
563	9.5752	CIB	2.74
926	9.579	PWUELCIB	2.74
360	9.5836	CIB	2.78
926	9.586	PWUELCIB	2.84
747	9.592	CIB	2.79
926	9.602	CIBKULL	2.76
926	9.61	CIBKULL	2.71
926	9.61	PWUELL	2.65
588	9.611		2.56
553	9.6168	CIB	2.49
926	9.617	PWUELCIB	2.46
754	9.6244	CIB	2.49
926	9.625	PWUELCIB	2.43
563	9.6251	CIB	2.54
588	9.6287		2.66
926	9.631	PWUELL	2.68
926	9.644	PWUELL	2.71
926	9.649	PWUELL	2.79
747	9.6505	CIB	2.76
747	9.6505	CIB	2.74
926	9.655	PWUELL	2.76
926	9.66	PWUELCIB	2.76
926	9.666	PWUELCIB	2.71
926	9.672	PWUELL	2.73
608	9.6748	CIB	2.74
926	9.677	PWUELL	2.72
553	9.6831	CIB	2.72
926	9.689	CIBKULL	2.75
926	9.689	PWUELL	2.68
608	9.6914	CIB	2.65
926	9.695	PWUELL	2.66
926	9.701	PWUELL	2.59
926	9.707	PWUELL	2.59
588	9.7106		2.57
926	9.712	PWUELL	2.55
926	9.718	PWUELNUT	2.53
926	9.73	PWUELL	2.6
553	9.7328	CIB	2.6
926	9.736	PWUELL	2.71
926	9.742	PWUELL	2.76
747	9.7481	CIB	2.77
563	9.7493	CIB	2.72
553	9.799	CIB	2.72
563	9.8156	CIB	2.58
558	9.8156	CIB	2.58
588	9.822		2.53
608	9.8404	CIB	2.6
754	9.8609	CIB	2.62
747	9.8749	CIB	2.71
553	9.8818	CIB	2.7
563	9.8901	CIB	2.74
608	9.9066	CIB	2.7
563	9.9149	CIB	2.61
588	9.9391		2.59
563	9.9563	CIB	2.61
553	9.9563	CIB	2.66
608	9.9729	CIB	2.65
360	9.9894	CIB	2.67
360	10.006	CIB	2.68
360	10.0226	CIB	2.67
553	10.0226	CIB	2.56
608	10.0226	CIB	2.64
563	10.0308	CIB	2.67
747	10.0408	CIB	2.68
563	10.0557	CIB	2.68
588	10.0562		2.76
608	10.064	CIB	2.72
360	10.0805	CIB	2.69
360	10.0805	CIB	2.7
754	10.0973	CIB	2.7
608	10.1054	CIB	2.68
360	10.1136	CIB	2.63
553	10.1219	CIB	2.64
360	10.1302	CIB	2.64
360	10.1302	CIB	2.64
558	10.1385	CIB	2.69
360	10.155	CIB	2.7
747	10.1676	CIB	2.78
588	10.1732		2.73
563	10.1799	CIB	2.74
608	10.1882	CIB	2.73
553	10.1964	CIB	2.78
563	10.2461	CIB	2.7
608	10.2461	CIB	2.59
588	10.2903		2.58
563	10.3206	CIB	2.58
360	10.3289	CIB	2.59
360	10.3289	CIB	2.62
747	10.3335	CIB	2.72
588	10.345		2.71
563	10.3455	CIB	2.69
553	10.3538	CIB	2.71
360	10.3538	CIB	2.72
553	10.362	CIB	2.66
608	10.3786	CIB	2.63
563	10.3869	CIB	2.61
360	10.3869	CIB	2.47
360	10.4117	CIB	2.41
754	10.4284	CIB	2.45
360	10.4448	CIB	2.45
558	10.4448	CIB	2.5
608	10.4531	CIB	2.52
747	10.4603	CIB	2.55
563	10.4614	CIB	2.54
588	10.4621		2.54
608	10.4697	CIB	2.5
563	10.4697	CIB	2.62
608	10.5276	CIB	2.66
553	10.5276	CIB	2.68
608	10.569	CIB	2.69
588	10.5792		2.73
553	10.6022	CIB	2.7
747	10.6262	CIB	2.66
553	10.6353	CIB	2.61
563	10.6601	CIB	2.64
754	10.6648	CIB	2.6
553	10.685	CIB	2.6
360	10.6932	CIB	2.56
608	10.6932	CIB	2.62
588	10.6963		2.54
553	10.7015	CIB	2.54
563	10.7181	CIB	2.53
360	10.7181	CIB	2.61
747	10.753	CIB	2.66
747	10.753	CIB	2.68
360	10.776	CIB	2.65
563	10.7843	CIB	2.6
553	10.7843	CIB	2.49
563	10.7926	CIB	2.47
588	10.8134		2.48
553	10.8428	CIB	2.45
563	10.8517	CIB	2.51
754	10.9013	CIB	2.6
588	10.9029		2.57
608	10.9047	CIB	2.51
588	10.9141		2.61
588	10.9185		2.64
747	10.9189	CIB	2.53
563	10.9223	CIB	2.55
588	10.9297		2.53
553	10.94	CIB	2.44
588	10.9408		2.38
563	10.9498	CIB	2.38
926	10.985	PWUELCIB	2.4
588	10.9891		2.51
926	10.999	PWUELL	2.59
926	11.005	PWUELL	2.6
608	11.0067	CIB	2.63
926	11.012	PWUELCIB	2.56
926	11.019	PWUELL	2.53
926	11.026	PWUELL	2.47
926	11.033	PWUELNUT	2.5
926	11.044	PWUELCIB	2.57
747	11.0457	CIB	2.61
926	11.054	PWUELL	2.54
926	11.061	PWUELL	2.55
926	11.069	PWUELL	2.48
926	11.076	PWUELL	2.47
926	11.084	CIB	2.45
926	11.084	PWUELL	2.56
926	11.092	PWUELCIB	2.55
926	11.092	PWUELCIB	2.6
553	11.0951	CIB	2.6
926	11.1	PWUELL	2.61
926	11.107	CIBKULL	2.55
926	11.112	PWUELL	2.52
926	11.118	PWUELCIB	2.47
926	11.123	CIBKULL	2.43
926	11.13	PWUELL	2.4
754	11.1377	CIB	2.46
926	11.139	PWUELL	2.39
553	11.1393	CIB	2.37
588	11.1395		2.44
926	11.147	PWUELL	2.42
608	11.1481	CIB	2.39
926	11.158	PWUELL	2.52
926	11.158	PWUELL	2.56
926	11.168	PWUELCIB	2.46
926	11.188	PWUELCIB	2.53
926	11.209	PWUELL	2.62
553	11.21	CIB	2.6
747	11.2116	CIB	2.72
926	11.224	CIBKULL	2.75
77	11.23	CIB	2.71
926	11.23	PWUELCIB	2.62
926	11.238	PWUELL	2.62
926	11.245	PWUELL	2.51
553	11.2454	CIB	2.56
926	11.253	PWUELL	2.57
926	11.26	CIBKULL	2.54
563	11.2631	CIB	2.52
926	11.267	PWUELL	2.51
926	11.274	PWUELCIB	2.42
926	11.281	PWUELL	2.48
926	11.288	PWUELL	2.45
558	11.2896	CIB	2.38
588	11.29		2.37
926	11.295	PWUELCIB	2.48
926	11.3	PWUELCIB	2.41
926	11.305	PWUELL	2.46
926	11.309	PWUELCIB	2.53
926	11.314	PWUELCIB	2.61
563	11.3161	CIB	2.53
608	11.3161	CIB	2.55
926	11.319	CIBKULL	2.56
563	11.325	CIB	2.57
926	11.328	PWUELL	2.48
926	11.332	PWUELL	2.58
926	11.337	PWUELCIB	2.58
747	11.3384	CIB	2.53
926	11.347	PWUELL	2.51
558	11.3692	CIB	2.54
563	11.3692	CIB	2.54
754	11.3742	CIB	2.61
608	11.378	CIB	2.58
608	11.378	CIB	2.64
588	11.4148		2.69
608	11.4153	CIB	2.67
747	11.4412	CIB	2.58
553	11.4431	CIB	2.74
926	11.449	PWUELL	2.7
77	11.4551	CIB	2.62
563	11.4613	CIB	2.58
588	11.4639		2.67
926	11.47	PWUELL	2.56
747	11.4774	CIB	2.7
926	11.482	PWUELL	2.8
926	11.482	PWUELL	2.76
608	11.4885	CIB	2.68
926	11.489	PWUELCIB	2.83
926	11.489	PWUELL	2.86
926	11.489	PWUELL	2.76
926	11.497	PWUELL	2.83
926	11.504	PWUELCIB	2.83
563	11.5067	CIB	2.74
926	11.512	PWUELL	2.58
553	11.5158	CIB	2.61
563	11.5249	CIB	2.6
926	11.528	PWUELL	2.75
926	11.535	PWUELL	2.75
747	11.5376	CIB	2.75
926	11.543	PWUELL	2.69
563	11.5521	CIB	2.64
926	11.557	PWUELL	2.46
926	11.572	PWUELL	2.42
588	11.5869		2.33
926	11.588	PWUELCIB	2.38
563	11.5976	CIB	2.41
553	11.5976	CIB	2.48
926	11.599	PWUELCIB	2.43
926	11.605	PWUELL	2.51
754	11.6106	CIB	2.54
926	11.612	PWUELL	2.54
747	11.6124	CIB	2.57
563	11.6157	CIB	2.68
608	11.6157	CIB	2.67
926	11.618	PWUELL	2.61
926	11.629	PWUELL	2.6
926	11.639	PWUELCIB	2.52
926	11.65	PWUELL	2.47
926	11.66	PWUELL	2.47
563	11.6612	CIB	2.45
926	11.668	PWUELCIB	2.48
926	11.675	PWUELL	2.53
553	11.6794	CIB	2.56
926	11.683	PWUELL	2.57
360	11.6884	CIB	2.66
926	11.69	PWUELL	2.68
926	11.699	PWUELL	2.71
206	11.7	CIB	2.59
360	11.7066	CIB	2.64
588	11.7098		2.67
926	11.71	PWUELL	2.61
747	11.7184	CIB	2.56
926	11.721	PWUELL	2.69
926	11.731	PWUELL	2.67
926	11.731	CIB	2.58
926	11.742	PWUELL	2.58
563	11.743	CIB	2.55
926	11.758	PWUELCIB	2.47
926	11.766	PWUELCIB	2.46
926	11.773	PWUELL	2.39
553	11.7793	CIB	2.39
926	11.781	PWUELCIB	2.55
926	11.788	PWUELCIB	2.56
747	11.7955	CIB	2.58
563	11.7975	CIB	2.62
360	11.7975	CIB	2.59
926	11.802	PWUELL	2.43
926	11.811	GYROIDIN	2.44
563	11.8157	CIB	2.43
553	11.8157	CIB	2.51
926	11.82	PWUELL	2.57
360	11.8247	CIB	2.61
926	11.825	PWUELL	2.64
608	11.8338	CIB	2.54
926	11.838	PWUELL	2.46
563	11.8429	CIB	2.41
588	11.8432		2.37
926	11.846	PWUELCIB	2.31
563	11.8684	CIB	2.49
588	11.8972		2.49
747	11.8992	CIB	2.55
563	11.9013	CIB	2.53
553	11.9342	CIB	2.53
926	11.937	PWUELL	2.49
563	11.9424	CIB	2.43
77	11.9425	CIB	2.46
926	11.943	CIBKULL	2.46
608	11.9507	CIB	2.42
926	11.953	PWUELCIB	2.27
754	11.9574	CIB	2.26
926	11.958	PWUELCIB	2.17
926	11.963	PWUELL	2.23
926	11.968	PWUELL	2.34
593	11.97	CIB	2.45
747	11.9715	CIB	2.52
926	11.973	PWUELL	2.56
926	11.978	PWUELCIB	2.53
926	11.982	PWUELL	2.44
926	11.987	PWUELL	2.37
926	11.992	PWUELCIB	2.34
926	11.997	PWUELL	2.31
590	12	CIB	2.31
563	12	CIB	2.28
926	12.001	PWUELL	2.28
926	12.005	PWUELCIB	2.28
588	12.0081		2.26
558	12.0083	CIB	2.32
926	12.01	PWUELL	2.43
591	12.01	CIB	2.4
206	12.01	CIB	2.48
926	12.014	PWUELL	2.52
926	12.019	CIBKULL	2.49
593	12.02	CIB	2.51
591	12.02	CIB	2.61
206	12.02	CIB	2.57
553	12.0249	CIB	2.49
926	12.027	PWUELL	2.45
590	12.03	CIB	2.32
563	12.0332	CIB	2.22
926	12.035	PWUELL	2.28
926	12.043	PWUELL	2.45
594	12.05	CIB	2.46
206	12.05	CIB	2.5
926	12.051	PWUELL	2.55
926	12.059	PWUELL	2.48
563	12.0665	CIB	2.36
926	12.068	PWUELL	2.36
590	12.07	CIB	2.43
593	12.08	CIB	2.37
591	12.08	CIB	2.4
926	12.084	PWUELL	2.47
608	12.0914	CIB	2.5
553	12.0997	CIB	2.46
926	12.1	PWUELL	2.53
588	12.1005		2.51
563	12.108	CIB	2.62
926	12.111	PWUELL	2.6
77	12.1294	CIB	2.58
593	12.13	CIB	2.57
563	12.134	CIB	2.61
563	12.1426	CIB	2.39
747	12.1534	CIB	2.48
590	12.17	CIB	2.49
594	12.17	CIB	2.44
553	12.1772	CIB	2.34
593	12.18	CIB	2.45
590	12.19	CIB	2.37
754	12.1939	CIB	2.34
563	12.2032	CIB	2.37
590	12.21	CIB	2.38
588	12.2128		2.33
590	12.24	CIB	2.42
590	12.26	CIB	2.45
747	12.2607	CIB	2.42
553	12.2724	CIB	2.47
590	12.28	CIB	2.53
594	12.29	CIB	2.47
588	12.2971		2.51
553	12.307	CIB	2.6
563	12.307	CIB	2.55
608	12.307	CIB	2.6
590	12.31	CIB	2.47
594	12.31	CIB	2.49
590	12.33	CIB	2.42
747	12.333	CIB	2.4
553	12.3498	CIB	2.28
590	12.36	CIB	2.43
593	12.36	CIB	2.31
588	12.3813		2.35
590	12.39	CIB	2.44
591	12.39	CIB	2.51
591	12.4	CIB	2.52
608	12.4001	CIB	2.64
563	12.4084	CIB	2.55
594	12.41	CIB	2.52
590	12.42	CIB	2.46
926	12.427	PWUELL	2.42
754	12.4303	CIB	2.33
553	12.4336	CIB	2.46
926	12.437	PWUELL	2.43
563	12.442	CIB	2.43
926	12.446	PWUELCIB	2.44
926	12.456	PWUELL	2.49
591	12.46	CIB	2.42
926	12.466	PWUELL	2.49
926	12.475	PWUELL	2.51
563	12.4755	CIB	2.54
588	12.4826	CIB	2.53
360	12.4839	CIB	2.55
926	12.485	PWUELL	2.49
593	12.49	CIB	2.5
926	12.495	PWUELL	2.44
588	12.496	CIB	2.39
588	12.5037	CIB	2.41
926	12.504	PWUELL	2.44
588	12.5062		2.44
563	12.509	CIB	2.39
588	12.5133	CIB	2.48
926	12.514	PWUELL	2.54
360	12.5174	CIB	2.64
747	12.5187	CIB	2.64
747	12.5187	CIB	2.7
926	12.524	PWUELL	2.61
588	12.5286	CIB	2.48
593	12.53	CIB	2.35
594	12.53	CIB	2.23
926	12.533	PWUELL	2.21
590	12.54	CIB	2.32
593	12.54	CIB	2.34
563	12.5426	CIB	2.37
926	12.543	PWUELL	2.53
588	12.5432	CIB	2.55
608	12.5509	CIB	2.5
926	12.553	PWUELL	2.5
588	12.5598	CIB	2.47
593	12.56	CIB	2.46
926	12.562	PWUELL	2.38
77	12.5659	CIB	2.36
590	12.57	CIB	2.42
926	12.572	PWUELL	2.44
563	12.5761	CIB	2.36
588	12.5777	CIB	2.5
926	12.582	PWUELL	2.44
360	12.5845	CIB	2.37
590	12.59	CIB	2.36
926	12.591	PWUELL	2.42
588	12.5911	CIB	2.31
588	12.5994	CIB	2.35
593	12.6	CIB	2.38
926	12.601	PWUELL	2.43
553	12.6012	CIB	2.41
588	12.6019		2.36
588	12.6089	CIB	2.37
590	12.61	CIB	2.29
926	12.611	PWUELL	2.26
926	12.62	PWUELCIB	2.25
593	12.62	CIB	2.31
588	12.6236	CIB	2.34
926	12.63	PWUELL	2.29
926	12.63	PWUELCIB	2.31
