SITE	Age (Ma)	Genus	d18O 5pt
659	3.84	CIB	3.13
849	3.84	CIB	3.08
846	3.841	CIB	3.1
659	3.843	CIB	3.09
849	3.844	CIB	3.11
846	3.846	CIB	3.1
846	3.846	CIB	3.07
659	3.847	CIB	3.03
849	3.848	CIB	3
846	3.85	CIB	3
849	3.852	CIB	3.04
659	3.852	CIB	3
659	3.852	CIB	3.09
846	3.854	CIB	3.1
659	3.855	CIB	3.08
849	3.856	CIB	2.93
659	3.856	CIB	2.97
846	3.858	CIB	2.91
659	3.858	CIB	2.85
849	3.86	CIB	2.79
846	3.861	CIB	2.85
659	3.862	CIB	2.88
659	3.864	CIB	2.88
846	3.864	CIB	2.89
849	3.864	CIB	2.88
846	3.868	CIB	2.88
659	3.868	CIB	2.83
849	3.868	CIB	2.79
846	3.872	CIB	2.84
659	3.872	CIB	2.88
849	3.872	CIB	2.92
846	3.876	CIB	3.01
849	3.876	CIB	3.06
659	3.878	CIB	3.13
846	3.879	CIB	3.16
849	3.88	CIB	3.14
846	3.883	CIB	3.16
659	3.884	CIB	3.17
849	3.884	CIB	3.14
659	3.885	CIB	3.14
846	3.887	CIB	3.17
659	3.888	CIB	3.07
849	3.888	CIB	3.08
846	3.891	CIB	3.03
849	3.892	CIB	3.02
846	3.894	CIB	2.99
849	3.896	CIB	2.97
846	3.897	CIB	2.95
846	3.9	CIB	2.97
849	3.9	CIB	2.95
846	3.902	CIB	2.96
849	3.904	CIB	3
846	3.905	CIB	2.99
659	3.906	CIB	3
846	3.908	CIB	2.98
849	3.908	CIB	2.99
846	3.912	CIB	2.99
849	3.912	CIB	3.01
846	3.915	CIB	2.97
849	3.916	CIB	2.96
846	3.918	CIB	2.92
846	3.918	CIB	2.93
846	3.92	CIB	2.9
849	3.92	CIB	2.92
846	3.921	CIB	2.93
659	3.921	CIB	2.99
846	3.923	CIB	3.05
846	3.923	CIB	3.07
849	3.924	CIB	3.09
846	3.925	CIB	3.15
846	3.927	CIB	3.2
659	3.927	CIB	3.13
849	3.928	CIB	3.17
846	3.929	CIB	3.14
659	3.929	CIB	3.14
846	3.931	CIB	3.1
849	3.932	CIB	3.09
659	3.933	CIB	3.03
659	3.934	CIB	3.07
846	3.935	CIB	2.97
849	3.936	CIB	2.93
846	3.938	CIB	2.93
659	3.938	CIB	2.9
849	3.94	CIB	2.83
846	3.941	CIB	2.8
659	3.942	CIB	2.8
659	3.943	CIB	2.79
659	3.944	CIB	2.87
849	3.944	CIB	2.95
846	3.944	CIB	3.04
659	3.946	CIB	3.05
846	3.947	CIB	3.07
849	3.948	CIB	3.08
846	3.949	CIB	3.06
659	3.95	CIB	3.06
849	3.952	CIB	3.05
846	3.952	CIB	2.99
659	3.953	CIB	2.93
846	3.954	CIB	2.91
846	3.956	CIB	2.91
659	3.956	CIB	2.94
659	3.956	CIB	2.99
849	3.956	CIB	3.02
659	3.958	CIB	3.07
846	3.959	CIB	3.07
849	3.96	CIB	3.08
846	3.961	CIB	3.08
659	3.962	CIB	3.1
846	3.964	CIB	3.07
849	3.964	CIB	3.14
846	3.966	CIB	3.16
659	3.966	CIB	3.19
659	3.967	CIB	3.18
849	3.968	CIB	3.23
846	3.97	CIB	3.19
659	3.97	CIB	3.15
849	3.972	CIB	3.15
846	3.973	CIB	3.17
849	3.976	CIB	3.17
846	3.977	CIB	3.15
659	3.977	CIB	3.17
846	3.98	CIB	3.22
849	3.98	CIB	3.24
846	3.982	CIB	3.21
659	3.983	CIB	3.24
849	3.984	CIB	3.25
846	3.984	CIB	3.21
846	3.987	CIB	3.21
849	3.988	CIB	3.22
846	3.988	CIB	3.22
846	3.99	CIB	3.27
849	3.992	CIB	3.36
846	3.992	CIB	3.35
846	3.994	CIB	3.43
849	3.996	CIB	3.45
846	3.996	CIB	3.44
846	3.999	CIB	3.4
849	4	CIB	3.43
659	4	CIB	3.31
846	4.001	CIB	3.29
846	4.003	CIB	3.29
659	4.004	CIB	3.23
849	4.004	CIB	3.22
846	4.005	CIB	3.26
846	4.007	CIB	3.26
659	4.008	CIB	3.22
849	4.008	CIB	3.2
846	4.009	CIB	3.15
846	4.011	CIB	3.11
849	4.012	CIB	3.09
846	4.013	CIB	3.03
659	4.014	CIB	3.04
846	4.016	CIB	3.02
849	4.016	CIB	3.07
846	4.02	CIB	3.07
849	4.02	CIB	3.11
659	4.02	CIB	3.11
659	4.021	CIB	3.13
846	4.023	CIB	3.08
849	4.024	CIB	3.1
846	4.027	CIB	3.1
849	4.028	CIB	2.97
846	4.03	CIB	2.98
659	4.031	CIB	3.05
849	4.032	CIB	3.05
846	4.034	CIB	2.95
849	4.036	CIB	3.15
659	4.037	CIB	3.07
846	4.037	CIB	3.06
959	4.04	CIB	3.08
849	4.04	CIB	3.25
846	4.041	CIB	3.22
659	4.043	CIB	3.31
849	4.044	CIB	3.31
846	4.044	CIB	3.29
659	4.046	CIB	3.28
849	4.048	CIB	3.28
846	4.048	CIB	3.28
659	4.049	CIB	3.27
846	4.051	CIB	3.21
849	4.052	CIB	3.15
959	4.053	CIB	3.12
659	4.053	CIB	3.08
659	4.055	CIB	3.06
846	4.055	CIB	3.1
849	4.056	CIB	3.12
846	4.058	CIB	3.09
849	4.06	CIB	3.11
846	4.062	CIB	3.11
659	4.062	CIB	3.09
849	4.064	CIB	3.09
846	4.065	CIB	3.14
849	4.068	CIB	3.09
659	4.068	CIB	3.08
846	4.069	CIB	3.1
846	4.072	CIB	3.05
849	4.072	CIB	3.02
959	4.076	CIB	3.07
846	4.076	CIB	3.04
849	4.076	CIB	3.05
846	4.079	CIB	3.08
849	4.08	CIB	3.09
846	4.082	CIB	3.1
659	4.082	CIB	3.14
849	4.084	CIB	3.09
659	4.085	CIB	3.09
846	4.086	CIB	3.11
959	4.088	CIB	3.09
849	4.088	CIB	3.11
846	4.089	CIB	3.15
659	4.091	CIB	3.19
849	4.092	CIB	3.19
846	4.093	CIB	3.13
849	4.096	CIB	3.11
659	4.097	CIB	3.09
846	4.098	CIB	3.09
659	4.1	CIB	3.02
849	4.1	CIB	3.01
959	4.101	CIB	3.02
846	4.102	CIB	3.02
849	4.104	CIB	2.92
659	4.106	CIB	2.99
846	4.107	CIB	3.01
849	4.108	CIB	2.92
846	4.111	CIB	2.94
959	4.112	CIB	2.94
849	4.112	CIB	2.89
659	4.113	CIB	2.94
846	4.114	CIB	2.95
849	4.116	CIB	2.91
959	4.117	CIB	2.97
846	4.117	CIB	3
846	4.12	CIB	3
849	4.12	CIB	3.05
659	4.12	CIB	3.02
846	4.122	CIB	3.03
659	4.123	CIB	3.05
846	4.124	CIB	2.89
849	4.124	CIB	2.84
659	4.126	CIB	2.83
846	4.126	CIB	2.86
846	4.128	CIB	2.8
849	4.128	CIB	2.94
959	4.13	CIB	2.95
846	4.13	CIB	2.99
659	4.131	CIB	2.96
846	4.132	CIB	2.9
849	4.132	CIB	2.87
659	4.133	CIB	2.9
659	4.134	CIB	2.87
846	4.135	CIB	2.84
849	4.136	CIB	2.96
846	4.137	CIB	2.96
659	4.137	CIB	2.95
659	4.138	CIB	3
849	4.14	CIB	3.03
846	4.14	CIB	2.97
659	4.141	CIB	3.02
959	4.142	CIB	3.02
846	4.143	CIB	3.01
659	4.144	CIB	3.03
849	4.144	CIB	3.03
846	4.146	CIB	3.06
659	4.148	CIB	3.1
849	4.148	CIB	3.12
846	4.149	CIB	3.16
659	4.149	CIB	3.13
849	4.152	CIB	3.05
846	4.153	CIB	3.13
659	4.154	CIB	3.14
959	4.154	CIB	3.01
849	4.156	CIB	3.04
846	4.157	CIB	3.12
659	4.157	CIB	3.05
659	4.159	CIB	3.07
849	4.16	CIB	3.07
659	4.161	CIB	3.13
846	4.162	CIB	3.11
659	4.163	CIB	3.05
849	4.164	CIB	2.97
846	4.167	CIB	3.05
659	4.167	CIB	3.03
849	4.168	CIB	2.98
659	4.169	CIB	3.03
846	4.172	CIB	3.01
849	4.172	CIB	2.96
846	4.175	CIB	2.97
659	4.175	CIB	2.99
659	4.175	CIB	2.96
849	4.176	CIB	3
959	4.177	CIB	2.97
846	4.179	CIB	2.97
659	4.18	CIB	2.93
849	4.18	CIB	2.93
846	4.181	CIB	2.95
846	4.183	CIB	2.95
849	4.184	CIB	2.94
846	4.185	CIB	2.99
846	4.187	CIB	2.99
849	4.188	CIB	2.96
659	4.189	CIB	2.97
959	4.189	CIB	2.98
846	4.19	CIB	2.94
849	4.192	CIB	2.96
846	4.193	CIB	2.97
659	4.193	CIB	2.97
849	4.196	CIB	2.95
659	4.197	CIB	2.94
846	4.198	CIB	2.96
959	4.2	CIB	2.95
849	4.2	CIB	2.98
659	4.202	CIB	3
659	4.204	CIB	2.91
849	4.204	CIB	2.86
846	4.206	CIB	2.83
846	4.206	CIB	2.85
659	4.206	CIB	2.83
959	4.206	CIB	2.97
849	4.208	CIB	3.02
846	4.21	CIB	3.02
849	4.212	CIB	3.02
846	4.213	CIB	3.07
849	4.216	CIB	3.02
846	4.216	CIB	3.01
959	4.217	CIB	3.01
659	4.217	CIB	2.96
659	4.218	CIB	2.92
846	4.219	CIB	2.93
849	4.22	CIB	2.9
846	4.221	CIB	2.88
659	4.222	CIB	2.93
846	4.224	CIB	2.88
849	4.224	CIB	2.89
659	4.226	CIB	2.9
846	4.226	CIB	2.94
959	4.227	CIB	2.97
849	4.228	CIB	2.98
659	4.228	CIB	3.01
846	4.229	CIB	3.04
849	4.232	CIB	3.08
659	4.232	CIB	3.08
659	4.232	CIB	3.09
846	4.233	CIB	3.11
659	4.235	CIB	3.07
849	4.236	CIB	3.04
959	4.237	CIB	3.03
846	4.237	CIB	3.05
659	4.238	CIB	3.04
849	4.24	CIB	3.1
846	4.241	CIB	3.04
849	4.244	CIB	3
659	4.245	CIB	2.94
846	4.245	CIB	2.89
846	4.247	CIB	2.84
959	4.248	CIB	2.89
659	4.248	CIB	2.89
849	4.248	CIB	2.93
659	4.249	CIB	2.94
846	4.249	CIB	2.98
659	4.251	CIB	2.98
846	4.251	CIB	3.08
849	4.252	CIB	2.98
846	4.254	CIB	3.07
659	4.256	CIB	3.13
849	4.256	CIB	3.13
846	4.256	CIB	2.99
659	4.257	CIB	3.08
959	4.258	CIB	3.04
659	4.258	CIB	3.04
846	4.259	CIB	3.04
849	4.26	CIB	3.13
846	4.261	CIB	3.15
659	4.263	CIB	3.2
846	4.263	CIB	3.15
849	4.264	CIB	3.12
846	4.266	CIB	3.14
659	4.267	CIB	3.13
846	4.267	CIB	3.06
849	4.268	CIB	3.02
959	4.269	CIB	3.01
846	4.27	CIB	3
659	4.271	CIB	2.93
849	4.272	CIB	2.9
846	4.273	CIB	2.92
846	4.273	CIB	2.95
659	4.274	CIB	2.87
849	4.276	CIB	2.85
846	4.278	CIB	2.81
959	4.279	CIB	2.85
588	4.2795	CIB	2.86
849	4.28	CIB	2.94
659	4.281	CIB	3
849	4.284	CIB	3.1
846	4.285	CIB	3.05
659	4.285	CIB	3.07
849	4.288	CIB	3.03
846	4.288	CIB	3.03
959	4.29	CIB	3.01
659	4.291	CIB	2.99
846	4.291	CIB	2.94
849	4.292	CIB	2.96
959	4.294	CIB	2.95
846	4.294	CIB	2.93
849	4.296	CIB	2.94
846	4.298	CIB	2.93
659	4.3	CIB	2.9
849	4.3	CIB	2.91
846	4.302	CIB	2.89
849	4.304	CIB	2.95
659	4.305	CIB	2.99
659	4.306	CIB	3.04
846	4.307	CIB	3.06
849	4.308	CIB	3.1
846	4.311	CIB	3.05
849	4.312	CIB	2.94
846	4.315	CIB	2.9
659	4.316	CIB	2.87
849	4.316	CIB	2.8
959	4.316	CIB	2.78
846	4.319	CIB	2.84
659	4.319	CIB	2.81
849	4.32	CIB	2.81
846	4.321	CIB	2.79
659	4.322	CIB	2.83
846	4.323	CIB	2.81
849	4.324	CIB	2.8
846	4.325	CIB	2.85
959	4.326	CIB	2.92
846	4.327	CIB	2.96
849	4.328	CIB	2.96
659	4.328	CIB	2.94
846	4.329	CIB	2.88
846	4.331	CIB	2.89
849	4.332	CIB	2.81
659	4.332	CIB	2.82
846	4.333	CIB	2.83
846	4.335	CIB	2.81
659	4.336	CIB	2.82
959	4.336	CIB	2.86
849	4.336	CIB	2.8
846	4.337	CIB	2.87
846	4.338	CIB	2.91
849	4.34	CIB	2.91
846	4.341	CIB	2.9
849	4.344	CIB	2.94
846	4.345	CIB	2.91
659	4.346	CIB	2.92
959	4.347	CIB	2.96
849	4.348	CIB	2.99
846	4.348	CIB	3.04
659	4.35	CIB	3.09
846	4.351	CIB	3.05
849	4.352	CIB	3
659	4.353	CIB	3.01
846	4.355	CIB	3.08
849	4.356	CIB	3.14
659	4.356	CIB	3.15
659	4.356	CIB	3.16
846	4.358	CIB	3.15
659	4.36	CIB	3.09
849	4.36	CIB	2.96
846	4.361	CIB	2.96
588	4.3628		2.97
849	4.364	CIB	2.95
846	4.364	CIB	2.91
846	4.367	CIB	2.94
849	4.368	CIB	2.89
846	4.369	CIB	2.84
659	4.372	CIB	2.84
849	4.372	CIB	2.75
846	4.372	CIB	2.82
659	4.374	CIB	2.8
846	4.375	CIB	2.85
849	4.376	CIB	2.89
846	4.377	CIB	2.95
659	4.377	CIB	2.92
849	4.38	CIB	3
846	4.38	CIB	3.03
659	4.38	CIB	3
846	4.383	CIB	3.07
849	4.384	CIB	3.07
659	4.384	CIB	3.08
846	4.385	CIB	3.09
849	4.388	CIB	3.09
846	4.388	CIB	3.07
846	4.39	CIB	3.09
659	4.39	CIB	3.04
849	4.392	CIB	2.98
846	4.393	CIB	2.97
659	4.393	CIB	2.98
846	4.396	CIB	2.97
659	4.396	CIB	2.98
849	4.396	CIB	3.04
659	4.398	CIB	3.04
846	4.398	CIB	3.05
659	4.4	CIB	3.07
849	4.4	CIB	3.11
659	4.4	CIB	3.02
846	4.401	CIB	3.02
659	4.404	CIB	3.02
846	4.404	CIB	2.94
849	4.404	CIB	2.96
846	4.406	CIB	2.99
849	4.408	CIB	3
846	4.409	CIB	3
846	4.412	CIB	3.02
849	4.412	CIB	2.93
659	4.413	CIB	2.95
846	4.415	CIB	2.93
959	4.415	CIB	2.91
849	4.416	CIB	2.94
846	4.418	CIB	2.99
659	4.419	CIB	3.04
849	4.42	CIB	3.03
846	4.421	CIB	3.02
846	4.424	CIB	3.04
959	4.425	CIB	3.05
659	4.425	CIB	2.92
846	4.428	CIB	2.93
846	4.431	CIB	2.94
659	4.431	CIB	2.87
846	4.434	CIB	2.85
959	4.435	CIB	2.89
846	4.438	CIB	2.88
659	4.439	CIB	2.82
959	4.44	CIB	2.82
846	4.441	CIB	2.87
846	4.444	CIB	2.92
846	4.447	CIB	2.95
659	4.449	CIB	2.92
846	4.45	CIB	2.94
846	4.453	CIB	2.88
659	4.454	CIB	2.77
846	4.457	CIB	2.75
588	4.4578		2.85
846	4.461	CIB	2.87
959	4.461	CIB	2.94
659	4.461	CIB	2.98
659	4.461	CIB	3.12
846	4.464	CIB	3.08
659	4.466	CIB	3.04
846	4.467	CIB	2.95
659	4.47	CIB	3.01
846	4.471	CIB	2.87
959	4.471	CIB	2.85
659	4.473	CIB	2.9
846	4.474	CIB	2.93
659	4.476	CIB	2.9
846	4.478	CIB	2.88
659	4.48	CIB	2.96
846	4.481	CIB	2.86
959	4.482	CIB	2.9
846	4.485	CIB	2.89
659	4.487	CIB	2.89
846	4.489	CIB	2.86
846	4.492	CIB	2.95
959	4.492	CIB	2.93
659	4.492	CIB	2.93
846	4.494	CIB	2.92
846	4.496	CIB	2.96
959	4.497	CIB	2.99
846	4.498	CIB	2.99
659	4.498	CIB	2.95
846	4.5	CIB	3.04
846	4.502	CIB	3.05
659	4.502	CIB	2.99
959	4.503	CIB	2.99
846	4.504	CIB	3
846	4.506	CIB	2.98
846	4.509	CIB	2.94
846	4.511	CIB	3
659	4.514	CIB	3.04
846	4.514	CIB	3.15
846	4.515	CIB	3.1
846	4.517	CIB	3.15
959	4.518	CIB	3.12
846	4.519	CIB	3.08
846	4.521	CIB	2.95
846	4.523	CIB	2.94
659	4.524	CIB	2.91
846	4.526	CIB	2.91
846	4.528	CIB	2.89
959	4.528	CIB	2.92
846	4.529	CIB	2.92
846	4.53	CIB	2.91
846	4.531	CIB	2.9
846	4.532	CIB	2.92
849	4.532	CIB	2.95
846	4.533	CIB	3
846	4.535	CIB	2.99
849	4.536	CIB	2.99
846	4.537	CIB	3.05
959	4.539	CIB	3.06
659	4.539	CIB	3.06
846	4.54	CIB	3.1
849	4.54	CIB	3.06
846	4.541	CIB	3.05
846	4.543	CIB	3.06
849	4.544	CIB	3.02
846	4.545	CIB	3.05
846	4.547	CIB	3.08
849	4.548	CIB	3.04
846	4.549	CIB	3.07
846	4.551	CIB	3.13
659	4.552	CIB	3.14
849	4.552	CIB	3.17
846	4.553	CIB	3.23
846	4.555	CIB	3.21
849	4.556	CIB	3.24
659	4.557	CIB	3.2
846	4.557	CIB	3.22
846	4.559	CIB	3.22
846	4.559	CIB	3.26
849	4.56	CIB	3.18
846	4.561	CIB	3.2
659	4.563	CIB	3.17
846	4.563	CIB	3.14
849	4.564	CIB	3.07
846	4.565	CIB	3.06
659	4.568	CIB	3.06
846	4.568	CIB	3.03
849	4.568	CIB	3.03
846	4.57	CIB	3.08
659	4.571	CIB	3.12
846	4.571	CIB	3.11
849	4.572	CIB	3.11
846	4.573	CIB	3.07
846	4.575	CIB	3.06
959	4.576	CIB	3.07
959	4.576	CIB	3.04
849	4.576	CIB	3.03
659	4.578	CIB	3.1
846	4.578	CIB	3.06
849	4.58	CIB	3.04
959	4.581	CIB	3.03
846	4.581	CIB	3.03
659	4.583	CIB	3.03
846	4.583	CIB	3.02
849	4.584	CIB	2.96
846	4.585	CIB	2.99
959	4.586	CIB	3.02
846	4.587	CIB	2.97
849	4.588	CIB	3.03
846	4.589	CIB	3.09
659	4.589	CIB	3.09
846	4.591	CIB	3.09
846	4.592	CIB	3.13
849	4.592	CIB	3.11
846	4.594	CIB	3.16
659	4.595	CIB	3.18
846	4.595	CIB	3.2
849	4.596	CIB	3.16
959	4.596	CIB	3.25
846	4.597	CIB	3.2
846	4.598	CIB	3.22
846	4.6	CIB	3.17
849	4.6	CIB	3.2
659	4.601	CIB	3.1
846	4.602	CIB	3.16
846	4.604	CIB	3.06
849	4.604	CIB	3.07
846	4.606	CIB	3.05
659	4.606	CIB	3.1
846	4.607	CIB	3.09
959	4.607	CIB	3.17
849	4.608	CIB	3.18
846	4.609	CIB	3.14
846	4.611	CIB	3.15
659	4.612	CIB	3.15
849	4.612	CIB	3.12
846	4.613	CIB	3.16
846	4.614	CIB	3.23
849	4.616	CIB	3.21
846	4.616	CIB	3.13
959	4.617	CIB	3.15
659	4.618	CIB	3.08
846	4.618	CIB	3.07
846	4.619	CIB	3.03
849	4.62	CIB	3
846	4.621	CIB	3.02
846	4.623	CIB	3.02
849	4.624	CIB	2.96
846	4.625	CIB	2.95
846	4.626	CIB	2.94
659	4.627	CIB	2.88
959	4.628	CIB	2.95
846	4.628	CIB	3.02
849	4.628	CIB	3.07
846	4.631	CIB	3.12
849	4.632	CIB	3.18
659	4.633	CIB	3.16
846	4.633	CIB	3.14
659	4.635	CIB	3.14
846	4.636	CIB	3.16
849	4.636	CIB	3.13
659	4.637	CIB	3.04
846	4.638	CIB	3.01
959	4.639	CIB	3.02
846	4.64	CIB	3.03
849	4.64	CIB	3.01
659	4.641	CIB	3.14
846	4.643	CIB	3.14
849	4.644	CIB	3.06
846	4.645	CIB	3.01
846	4.648	CIB	3.1
959	4.648	CIB	3
849	4.648	CIB	3.07
846	4.651	CIB	3.08
849	4.652	CIB	3.18
846	4.654	CIB	3.12
959	4.654	CIB	3.2
659	4.656	CIB	3.1
849	4.656	CIB	3.1
846	4.657	CIB	3.05
659	4.659	CIB	2.99
849	4.66	CIB	2.94
846	4.663	CIB	2.99
959	4.664	CIB	3.01
849	4.664	CIB	3
659	4.665	CIB	2.94
659	4.667	CIB	2.97
588	4.668		2.99
849	4.668	CIB	3.04
659	4.668	CIB	3.09
846	4.668	CIB	3.26
846	4.67	CIB	3.33
846	4.671	CIB	3.3
659	4.671	CIB	3.3
849	4.672	CIB	3.28
846	4.672	CIB	3.23
846	4.673	CIB	3.15
846	4.674	CIB	3.11
659	4.674	CIB	3.05
959	4.675	CIB	3.02
846	4.676	CIB	2.98
849	4.676	CIB	3
659	4.678	CIB	3.04
846	4.678	CIB	3.06
846	4.679	CIB	3.1
849	4.68	CIB	3.17
846	4.68	CIB	3.19
846	4.681	CIB	3.2
846	4.681	CIB	3.21
846	4.682	CIB	3.18
846	4.682	CIB	3.08
659	4.683	CIB	3.02
959	4.684	CIB	3.03
846	4.684	CIB	3
849	4.684	CIB	3.01
659	4.686	CIB	3.09
849	4.688	CIB	3.11
846	4.689	CIB	3.09
659	4.69	CIB	3.1
846	4.691	CIB	3.07
849	4.692	CIB	3.08
846	4.693	CIB	3.08
846	4.694	CIB	3.08
959	4.695	CIB	3.15
846	4.695	CIB	3.17
659	4.695	CIB	3.15
849	4.696	CIB	3.14
846	4.697	CIB	3.14
846	4.7	CIB	3.06
849	4.7	CIB	3.04
659	4.701	CIB	3.01
846	4.702	CIB	3.05
846	4.704	CIB	3.02
849	4.704	CIB	3.04
959	4.705	CIB	3.1
846	4.705	CIB	3.17
659	4.705	CIB	3.18
846	4.706	CIB	3.24
849	4.708	CIB	3.34
846	4.708	CIB	3.33
659	4.71	CIB	3.3
846	4.711	CIB	3.41
849	4.712	CIB	3.41
659	4.714	CIB	3.27
849	4.716	CIB	3.27
959	4.717	CIB	3.26
846	4.718	CIB	3.26
849	4.72	CIB	3.29
659	4.72	CIB	3.31
846	4.721	CIB	3.28
846	4.722	CIB	3.25
846	4.723	CIB	3.13
846	4.724	CIB	3.1
659	4.724	CIB	3.04
849	4.724	CIB	3.01
959	4.726	CIB	3.01
846	4.726	CIB	3
846	4.726	CIB	2.99
846	4.728	CIB	3.03
659	4.73	CIB	3.04
846	4.731	CIB	2.97
846	4.731	CIB	2.94
959	4.732	CIB	2.9
846	4.733	CIB	2.93
846	4.733	CIB	2.93
846	4.734	CIB	3.01
846	4.735	CIB	3.09
846	4.735	CIB	3.07
846	4.735	CIB	3.04
659	4.736	CIB	3.03
846	4.737	CIB	2.99
846	4.739	CIB	2.9
846	4.74	CIB	2.89
959	4.742	CIB	2.89
846	4.742	CIB	2.86
659	4.742	CIB	2.94
846	4.743	CIB	2.96
849	4.744	CIB	3
659	4.745	CIB	3.01
846	4.745	CIB	3.08
846	4.746	CIB	3.08
849	4.748	CIB	3.11
846	4.748	CIB	3.17
659	4.751	CIB	3.2
846	4.751	CIB	3.19
659	4.752	CIB	3.11
849	4.752	CIB	3.14
959	4.753	CIB	3.11
849	4.756	CIB	3.14
659	4.758	CIB	3.16
846	4.758	CIB	3.21
849	4.76	CIB	3.23
846	4.761	CIB	3.15
659	4.762	CIB	3.07
959	4.763	CIB	3.01
846	4.763	CIB	3.05
846	4.764	CIB	3
849	4.764	CIB	3.03
659	4.765	CIB	3.06
846	4.766	CIB	3.08
846	4.767	CIB	3.01
659	4.767	CIB	3.01
846	4.768	CIB	2.97
849	4.768	CIB	2.98
846	4.769	CIB	2.94
659	4.771	CIB	2.99
846	4.772	CIB	2.92
849	4.772	CIB	2.92
659	4.773	CIB	2.92
959	4.774	CIB	2.95
846	4.776	CIB	2.97
849	4.776	CIB	3.01
659	4.779	CIB	3.1
659	4.78	CIB	3.07
849	4.78	CIB	3.06
846	4.781	CIB	2.98
659	4.783	CIB	3.04
959	4.784	CIB	3
849	4.784	CIB	3.1
846	4.787	CIB	3.14
849	4.788	CIB	3.23
659	4.789	CIB	3.22
659	4.79	CIB	3.27
846	4.791	CIB	3.21
849	4.792	CIB	3.22
846	4.793	CIB	3.18
659	4.793	CIB	3.14
846	4.794	CIB	3.09
959	4.794	CIB	3.12
846	4.796	CIB	3.07
849	4.796	CIB	3.04
846	4.797	CIB	3.08
846	4.798	CIB	3.08
659	4.799	CIB	3.06
846	4.8	CIB	3.02
849	4.8	CIB	2.96
846	4.802	CIB	2.93
846	4.804	CIB	2.85
849	4.804	CIB	2.86
959	4.805	CIB	2.91
659	4.806	CIB	2.92
849	4.808	CIB	2.85
959	4.81	CIB	2.93
846	4.81	CIB	2.94
659	4.81	CIB	2.87
849	4.812	CIB	3
659	4.816	CIB	2.97
849	4.816	CIB	2.9
959	4.82	CIB	2.93
588	4.82		3.01
849	4.82	CIB	2.89
659	4.822	CIB	3.06
846	4.823	CIB	3.19
849	4.824	CIB	3.19
846	4.825	CIB	3.21
846	4.826	CIB	3.33
659	4.827	CIB	3.34
846	4.828	CIB	3.4
849	4.828	CIB	3.23
846	4.829	CIB	3.27
959	4.83	CIB	3.29
846	4.83	CIB	3.28
849	4.832	CIB	3.23
846	4.833	CIB	3.39
659	4.835	CIB	3.37
849	4.836	CIB	3.35
846	4.837	CIB	3.35
846	4.839	CIB	3.21
849	4.84	CIB	3.13
846	4.841	CIB	3.12
959	4.841	CIB	3.05
659	4.841	CIB	2.98
659	4.842	CIB	3.04
846	4.842	CIB	3.1
846	4.843	CIB	3.11
846	4.843	CIB	3.11
849	4.844	CIB	3.12
846	4.845	CIB	3.12
846	4.845	CIB	3.07
846	4.846	CIB	3.02
846	4.848	CIB	3.06
659	4.848	CIB	2.99
849	4.848	CIB	3
846	4.849	CIB	2.97
846	4.85	CIB	2.94
959	4.851	CIB	2.84
846	4.851	CIB	2.92
846	4.852	CIB	2.9
849	4.852	CIB	2.89
846	4.854	CIB	2.9
846	4.854	CIB	2.95
659	4.854	CIB	2.96
846	4.856	CIB	3
849	4.856	CIB	3.01
846	4.859	CIB	3.07
659	4.86	CIB	2.98
849	4.86	CIB	2.96
959	4.861	CIB	2.9
846	4.861	CIB	2.96
659	4.864	CIB	2.96
846	4.864	CIB	3.08
849	4.864	CIB	3.11
846	4.866	CIB	3.25
849	4.868	CIB	3.29
659	4.868	CIB	3.35
846	4.869	CIB	3.41
659	4.87	CIB	3.42
846	4.871	CIB	3.24
849	4.872	CIB	3.26
959	4.873	CIB	3.2
846	4.874	CIB	3.18
659	4.875	CIB	3.24
849	4.876	CIB	3.41
846	4.876	CIB	3.41
659	4.878	CIB	3.46
846	4.879	CIB	3.45
849	4.88	CIB	3.27
846	4.881	CIB	3.23
959	4.883	CIB	3.16
846	4.883	CIB	3.17
659	4.884	CIB	3.18
849	4.884	CIB	3.28
846	4.885	CIB	3.35
846	4.887	CIB	3.31
849	4.888	CIB	3.21
959	4.889	CIB	3.13
846	4.89	CIB	3.17
846	4.892	CIB	2.98
849	4.892	CIB	2.96
588	4.895		3.01
846	4.895	CIB	3.05
659	4.895	CIB	2.96
849	4.896	CIB	3.04
846	4.897	CIB	3.06
959	4.898	CIB	3.04
846	4.9	CIB	3
849	4.9	CIB	3.03
846	4.902	CIB	3.06
659	4.904	CIB	3.11
846	4.904	CIB	3.08
849	4.904	CIB	3.07
659	4.906	CIB	3.11
846	4.907	CIB	3.05
849	4.908	CIB	3.02
959	4.909	CIB	3.02
846	4.909	CIB	3.07
846	4.911	CIB	3.01
849	4.912	CIB	3.06
846	4.914	CIB	3.08
846	4.916	CIB	3.07
849	4.916	CIB	3.06
846	4.918	CIB	3.02
659	4.918	CIB	3.01
959	4.919	CIB	3.02
846	4.92	CIB	3.02
849	4.92	CIB	3.06
846	4.922	CIB	3.13
849	4.924	CIB	3.16
846	4.925	CIB	3.07
846	4.927	CIB	3.09
846	4.928	CIB	3.11
659	4.928	CIB	3.11
849	4.928	CIB	3.12
846	4.93	CIB	3.24
846	4.932	CIB	3.25
849	4.932	CIB	3.19
846	4.933	CIB	3.19
659	4.936	CIB	3.24
846	4.936	CIB	3.18
849	4.936	CIB	3.09
